2026-05-20 09:57:17,092 | INFO | - | apex.integrations.tradingagents_adapter | TradingAgents adapter initialized from /home/aarav/Aarav/Autopilot/external/TradingAgents (provider=ollama, model=llama3.2:3b)
2026-05-20 09:57:17,092 | INFO | - | apex.integrations.hub | TradingAgents adapter ready
2026-05-20 09:57:17,100 | WARNING | - | apex.integrations.tradingagents_adapter | Ollama health check failed (http://localhost:11434): HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/tags (Caused by NewConnectionError("HTTPConnection(host='localhost', port=11434): Failed to establish a new connection: [Errno 111] Connection refused"))
2026-05-20 09:57:17,100 | INFO | - | apex.integrations.dexter_adapter | Dexter adapter initialized from /home/aarav/Aarav/Autopilot/external/dexter
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub | Dexter adapter ready
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.polymarket_adapter | Polymarket MCP adapter initialized from /home/aarav/Aarav/Autopilot/external/PolyMarket-MCP (demo_mode=False)
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub | Polymarket MCP adapter ready
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub | Alpaca direct integration ready
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub | IntegrationHub status:
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub |   TradingAgents: READY
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub |   Dexter: READY
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub |   Polymarket: READY
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub |   Alpaca Direct: READY
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub |   Market Data (yfinance): READY
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.hub |   Options Data (yfinance): READY
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.news_regime_adapters | MiroFish adapter initialized from /home/aarav/Aarav/Autopilot/external/MiroFish
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.daily_stock_analysis_adapter | DailyStockAnalysis adapter initialized from /home/aarav/Aarav/Autopilot/external/daily_stock_analysis
2026-05-20 09:57:17,101 | INFO | - | apex.integrations.news_regime_adapters | Kronos adapter initialized from /home/aarav/Aarav/Autopilot/external/Kronos
2026-05-20 09:57:17,104 | INFO | - | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-05-20 09:57:17,104 | INFO | - | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-05-20 09:57:17,104 | INFO | - | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-05-20 09:57:17,104 | INFO | - | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-05-20 09:57:17,104 | INFO | - | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-05-20 09:57:17,104 | INFO | - | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-05-20 09:57:17,104 | INFO | - | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-05-20 09:57:17,104 | INFO | - | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
